Date,Open,High,Low,Close
2015-01-01,0.0019689042668755373,0.0014781949257317538,0.0020023584360072096,0.0018674337648830032
2015-01-02,0.0018817193017773687,0.0014156969138953614,0.0019962035161516997,0.0018781737105141886
2015-01-03,0.0018922402061559555,0.0014063276514594885,0.0015397417315249308,0.001412501738382962
2015-01-04,0.0014299788273314938,0.0010266617483976827,0.001209933583102979,0.001180872796015362
2015-01-05,0.0012096570983499357,0.0009057860244608491,0.0013149325811860134,0.001321863729786699
2015-01-06,0.0013403385273131592,0.0010310540151129031,0.001421898905250262,0.0014825514220847052
2015-01-07,0.001497617131752367,0.0011833691218534224,0.0015678042314140926,0.0015943126953961995
2015-01-08,0.0016081483540243999,0.0011205583479908686,0.0015551009265068307,0.0014435968300124612
2015-01-09,0.001446946700494872,0.0010794777357720393,0.0015320270032128875,0.0015404209375610425
2015-01-10,0.0015144341184122711,0.0010388594674179703,0.0014397453623655526,0.0013262804124089742
2015-01-11,0.0013402973764485757,0.0009234230830665493,0.0013143002264063377,0.0012009673303061503
2015-01-12,0.0012242245044125936,0.0008223193585226909,0.0013165626512847326,0.0012302655727942885
2015-01-13,0.001241343264079446,0.0007689322404918655,0.0006800764870485212,0.000655068101474024
2015-01-14,0.0006446557276146361,0.00016539671844343663,0.0,0.0
2015-01-15,0.0,0.00023574097763178663,7.569989329139553e-05,0.0004353724320299633
2015-01-16,0.00044131558875131795,0.00013407972078042325,0.00039713285396475407,0.00041140987134326984
2015-01-17,0.00042436143254280046,0.0,0.0003283326539360422,0.00029019799453255815
2015-01-18,0.00031758865590275284,9.469890218203507e-05,0.0003231473447427016,0.0004421620528312878
2015-01-19,0.00047424999737320306,6.795094977076832e-05,0.000503185776680582,0.0005041876392223748
2015-01-20,0.0004939475445539729,4.773020486199689e-05,0.0004727624856139638,0.00045554926475470684
2015-01-21,0.0004729743205711058,0.00021834868930742943,0.0005579055436151824,0.0006692782977369975
2015-01-22,0.0006916774488790354,0.0003438750485897906,0.0007718100870868039,0.0007585583821729963
2015-01-23,0.0007766539842445409,0.00031431223794307255,0.0007544133044815045,0.000751329836390576
2015-01-24,0.0007654472321228915,0.0004960541718406746,0.0008222298415196103,0.0009566369962980934
2015-01-25,0.000966428054750073,0.0005893932391263564,0.0010171075322872127,0.001037166013923496
2015-01-26,0.0010587020101017692,0.0013279195713357646,0.0011602867067342206,0.001308133607721799
2015-01-27,0.0013205312444934995,0.0008668811480761849,0.0011121434295082466,0.0011709969839407094
2015-01-28,0.0011858856155753717,0.0007452439165973935,0.000780410112090393,0.0007655400326535495
2015-01-29,0.0007743358188729882,0.00036681546329126857,0.0006914026637689337,0.0007600260375785349
2015-01-30,0.0007664348528729024,0.00042318061974510766,0.0007634489516666482,0.0006628041542658361
2015-01-31,0.0006795928116462655,0.0002960768519829765,0.0006295302616597795,0.0005398914431533788
2015-02-01,0.000548266685804562,0.0002698320384833604,0.0005691895633502838,0.0006703070281614408
2015-02-02,0.0006802786593893286,0.00041398813584576054,0.0007187625472362342,0.0008247126066675148
2015-02-03,0.000830657635533322,0.0004654170916258372,0.0007443939943057548,0.000674367084236576
2015-02-04,0.0006942699533478134,0.00024921694145464603,0.0006970376474722661,0.0006686747758879912
2015-02-05,0.0006963823643964476,0.0003763207092167776,0.0006072713734151963,0.0005350495519556666
2015-02-06,0.0005490348352767929,0.00025536339518616264,0.0006284482323701125,0.0006057576231290529
2015-02-07,0.0006273586475345873,0.0002524941435548575,0.0007180318261574979,0.0006810332573869669
2015-02-08,0.0006967664391325629,0.00024078596509725632,0.0006965317636485253,0.0006214766240145433
2015-02-09,0.0006377286654097002,0.00016652538140740983,0.0006395074148502181,0.0005761850525277299
2015-02-10,0.0005951100866557653,0.00013701696415654562,0.0006158011367765987,0.0005724679065940755
2015-02-11,0.0005875657614820722,0.00015876072414923318,0.0006543326213515029,0.0005634973772929322
2015-02-12,0.000580378077134772,0.00014234751695025053,0.0006478685502703738,0.0005988719874881142
2015-02-13,0.0006182505895067107,0.0003879336992316331,0.0006991314444094142,0.0007862792380103219
2015-02-14,0.0008042387804705346,0.0006537678231197152,0.000899601961895037,0.001086586223513741
2015-02-15,0.0011057237313661684,0.0007326790421550897,0.00078937549763335,0.0007780219618034588
2015-02-16,0.0007945957612030688,0.00037789811769654673,0.0008081775130823732,0.000764552451446084
2015-02-17,0.0007753508735327212,0.00046294219211447454,0.0008544377782977574,0.0008985205855198898
2015-02-18,0.0009174310919856524,0.00044221830829405204,0.0008548031388371257,0.0007986102866979791
